count,mean,std,min,25%,50%,75%,max,Type,Date
555.0,5439.863063063063,4594.747428387431,1.0,561.5,5188.0,10034.0,11869.0,Buy,12/29/18 22:37
1396.0,61601.0,314032.0244947518,13795.0,18895.0,21936.5,50147.0,10000620.0,Sell,12/29/18 22:37
555.0,5439.863063063063,4594.747428387431,1.0,561.5,5188.0,10034.0,11869.0,Buy,12/29/18 22:37
1397.0,61588.90193271296,313919.85436314007,13795.0,18897.0,21940.0,50141.0,10000620.0,Sell,12/29/18 22:37
